OBJECTID,ADDRESS,OWNER1,OWNER2,BLDG_DESC,OPA_ID,LNIADDRESSKEY,COUNCILDISTRICT,ZONINGBASEDISTRICT,ZIPCODE,LAND_RANK,Shape__Area,Shape__Length
14937,2419 REDNER ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,291214610,497578,5,RM-1,19121,0.67,93.5,44.6749623705327
14938,519-21 N 62ND ST,SINCHI BROS & SONS PROPER,,VAC LAND RES < ACRE,341219002,701690,4,RSA-5,19151,0.67,748.546875,131.168206546236
14939,4529 MERION AVE,GEENA LLC                ,,VAC LAND RES < ACRE,062038200,428824,3,RM-1,19131,0.5,134.8828125,56.6956183722762
14940,2066 RIDGE AVE,PHILADELPHIA HOUSING AUTH,,VAC LAND COMM. < ACRE,885348500,504076,5,CMX-2,19121,0.5,167.6015625,66.1812139380262
14941,3836 PENNSGROVE ST,LOUISE E H TYLER,,VAC LAND RES < ACRE,243164100,478401,3,RSA-5,19104,0.67,167.01953125,65.5868798590346
14942,2440 NASSAU ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,291198510,446713,5,RM-1,19121,0.5,81.296875,39.7935921388489
14943,1237 HANSON ST,PHILA HOUSING AUTHORITY,,VAC LAND RES < ACRE,273039810,332199,3,RSA-5,19143,0.5,139.30078125,61.4682072968434
14944,271 S ITHAN ST,PRIME RENTALS LLC        ,,VAC LAND RES < ACRE,604223700,358558,3,RSA-5,19139,0.67,163.00390625,63.8254297143184
14945,1425 E OXFORD ST,BURNS BROTHERS,PARTNERSHIP,VAC LAND RES < ACRE,181087400,466354,5,RSA-5,19125,0.67,152.73828125,59.3271271072497
14946,1212 W HUNTINGDON ST,KENNEDY GEORGE           ,,VAC LAND RES < ACRE,371418900,732034,5,RM-1,19133,0.5,147.43359375,60.0780186877958
14947,415 W QUEEN LN,HOLMAN NICHOLAS          ,,VAC LAND RES < ACRE,124006600,493076,8,RSA-5,19144,0.67,322.21484375,116.001326799558
14948,640 W ROCKLAND ST,636 ROCKLAND CORP,,VAC LAND RES < ACRE,491109700,512743,8,RSA-5,19120,1,232.78515625,82.7579632201216
14949,1739 N 27TH ST,KENTUCKY HOLDINGS LLC    ,,VAC LAND RES < ACRE,324131100,679719,5,RSA-5,19121,0.67,147.2734375,61.8218101244738
14950,2646 W YORK ST,J & J HOME INVESTMENT INC,,VAC LAND RES < ACRE,281245500,629393,5,RSA-5,19132,1,102.8515625,50.0826837880078
14951,4256 FRANKFORD AVE,JAREMA ROMAN J           ,JAREMA PETER S           ,VAC LAND COMM. < ACRE,885614980,297801,7,CMX-2,19124,0.5,426.59765625,108.706376623105
14952,674 BROOKLYN ST,WEBSTER EMILY H          ,,VAC LAND RES < ACRE,061269600,52448,3,RM-1,19104,0.5,202.97265625,74.4992734435229
14953,5539 WALTON AVE,F A PROPERTIES CORPORATIO,,VAC LAND RES < ACRE,463075000,596929,3,RSA-5,19143,0.83,149.015625,60.121459189658
14954,911R CHURCH LN,GREEN DARRYL A           ,,VAC LAND RES < ACRE,122048400,85575,8,CMX-2,19138,0.67,95.02734375,45.1791833368683
14955,1364 S 45TH ST,CONSTELLAR CORP,,VAC LAND RES < ACRE,272151300,688204,3,I-2,19104,0.5,108.8046875,50.8148202350336
14956,2845-47 RIDGE AVE,CITY OF PHILA            ,DEPT OF PUBLC PROP       ,VAC LAND COMM. < ACRE,885382540,504288,5,CMX-2,19121,0.5,342,78.2116064107352
14957,6115 HAZEL AVE,JACKSON PATRICIA,JACKSON GERALD,VAC LAND RES < ACRE,032111300,338093,3,RM-1,19143,0.83,245.14453125,100.470103263397
14958,5021 W STILES ST,RAGAN INEZ               ,,VAC LAND COMM. < ACRE,885522480,555230,3,CMX-2,19131,0.5,271.76953125,85.5307314935317
14959,4133 WESTMINSTER AVE,SATTI AWADIA MOHMED      ,,VAC LAND RES < ACRE,062098300,607999,3,RM-1,19104,1,259.4453125,89.9828309881581
14960,2741 N 19TH ST,LEWIS BREND              ,MC NEIL HENRY            ,VAC LAND RES < ACRE,111217500,668361,8,RSA-5,19132,0.5,155.0234375,61.8212797951685
14961,2405 N ORIANNA ST,CITY OF PHILA            ,DEPT OF PUBLC PROP       ,VAC LAND RES < ACRE,191196801,461651,7,RSA-5,19133,0.5,94.0859375,47.7200629367529
14962,2362 N 20TH ST,DEVORE GARRETT I,,VAC LAND RES < ACRE,162144400,670235,5,RSA-5,19132,1,234.9140625,76.9942341664103
14963,4132 PENNSGROVE ST,EVELYN F HAWTHORNE       ,,VAC LAND RES < ACRE,062120500,478530,3,RM-1,19104,1,237.80078125,88.016906045438
14964,247 N RUBY ST,BARRETT RAMON W,BARRETT KENDRA L,VAC LAND RES < ACRE,441198400,519297,3,RSA-5,19139,0.83,125.94140625,54.3971104049891
14965,3037-39 N 11TH ST,MOORE VIRGINIA           ,,VAC LAND COMM. < ACRE,885900177,652128,5,CMX-2,19133,0.83,533.453125,111.4013577965
14966,16 COLLOM ST,MORSA JOHN R             ,,VAC LAND RES < ACRE,121060405,92654,8,RSA-5,19144,0.83,144.578125,61.0838890344913
14967,525 MERCY ST,CITY OF PHILA,DEPT OF PUBLIC PROP,VAC LAND RES < ACRE,392055105,428032,1,RSA-5,19148,0.5,98.51953125,46.5734318077634
14968,14 N 51ST ST,OZ MARKET LLC            ,,VAC LAND RES < ACRE,441097300,690607,3,RM-1,19139,0.67,279.953125,99.8778426547205
14969,2612 N 29TH ST,LYTLE MARCIA             ,LYTLE RHONDA ETAL        ,ROW 3 STY MASONRY,282011700,682295,5,RSA-5,19132,1,169.58203125,67.5166379209042
14970,2747 N FRONT ST,COTTO MORITZA,,VAC LAND RES < ACRE,071309710,303027,7,RM-1,19133,0.67,288.9921875,93.2761928612646
14971,1223 N MYRTLEWOOD ST,PHILA HOUSING AUTHORITY,,VAC LAND RES < ACRE,292261910,444756,5,RSA-5,19121,0.5,129.64453125,52.897993744196
14972,2643 MUTTER ST,INTERNATIONAL CHEMICAL   ,CO                       ,VAC LAND IND < ACRE,885247040,444469,7,I-2,19133,0.5,89.45703125,45.4189403987463
14973,24 S 44TH ST,PHILA REDEVELOPMENT      ,AUTHORITY                ,VAC LAND RES < ACRE,272129700,687709,3,CMX-4,19104,0.67,142.59375,60.3529452136591
14974,1437 HANSON ST,WILLIE MITCHELL,JEWELL O,VAC LAND RES < ACRE,273043000,332254,3,RSA-5,19143,1,110.87890625,50.597204927812
14975,3204 W YORK ST,CITY OF PHILA,DEPT OF PUBLC PROP,VAC LAND RES < ACRE,282343301,629514,5,RSA-5,19132,1,119.04296875,52.7809393233308
14976,3258 N 13TH ST,HOPE STREET DEVELOPERS LL,,VAC LAND RES < ACRE,431167300,656187,5,RM-1,19140,0.83,240.6953125,91.6482488181857
14977,1236 N 41ST ST,PARKSIDE HISTORIC,PRESERVATION CORP,VAC LAND RES < ACRE,062259310,686731,3,RM-1,19104,0.5,264.91796875,81.9444605867846
14978,3657 N MARVINE ST,TTP HOLDINGS LLC         ,,VAC LAND RES < ACRE,432150000,416967,5,RM-1,19140,0.67,216.7734375,81.8830810969589
14979,2505 N 28TH ST,GEORGE BRODSKY,,VAC LAND RES < ACRE,281099000,680965,5,RSA-5,19132,1,211.6171875,80.0841667500166
14980,2822 N ORKNEY ST,MITCHELL GRADIE M JR     ,,VAC LAND RES < ACRE,192203100,462611,7,RSA-5,19133,0.67,86.08203125,43.3951543431977
14981,1032 W ORLEANS ST,HARRIS FLETCHER JR       ,,VAC LAND RES < ACRE,372401000,463154,5,RM-1,19133,0.5,96.33203125,46.856660413152
14982,2121 N 9TH ST,CITY OF PHILA            ,DEPT OF PUBLC PROP       ,VAC LAND RES < ACRE,202160201,647503,5,RM-1,19122,0.5,134.2734375,57.3888106063756
14983,1525 N STILLMAN ST,1525 NORTH STILLMAN STREE,,VAC LAND RES < ACRE,291342200,555434,5,RM-1,19121,0.5,1176.4296875,144.741788043351
14984,6023 REINHARD ST,RICHLEY DONALD           ,HEMPHILL NOONLEY         ,VAC LAND RES < ACRE,401271600,500449,2,RSA-5,19142,1,147.66015625,59.7271346335006
14985,2363 HOPE ST,444 MEMPHIS STREET LLC   ,,VAC LAND RES < ACRE,191013600,731465,7,RSA-5,19133,1,80.640625,42.6252914251028
14986,2076 RIDGE AVE,PHILA HOUSING AUTHORITY  ,,VAC LAND COMM. < ACRE,885261420,504085,5,CMX-2,19121,0.5,93.9375,43.2867460158618
14987,2301 N LAWRENCE ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,191255401,384505,7,RSA-5,19133,1,89.765625,46.1022494605223
14988,1027 W INDIANA AVE,YEAL JIMENEZ             ,,VAC LAND RES < ACRE,372426900,356846,5,RM-1,19133,1,102.77734375,56.9746209248223
14989,1510 N 25TH ST,MILKBREW LLC             ,,ROW 2 STY MASONRY,782810510,677829,5,RM-1,19121,0.5,1278.4765625,197.874563375363
14990,2050 N DARIEN ST,NATHAN BARUFKIN TR,,VAC LAND RES < ACRE,202142400,108579,5,RM-1,19122,0.5,98.99609375,46.7851901893356
14991,1 GARRISON CT,CITY OF PHILADELPHIA     ,,VAC LAND RES < ACRE,141184110,307276,5,RSA-5,19123,0.5,65.09375,37.7613465252524
14992,293 COLLOM ST,S3 ENTERPRISES LLC,,VAC LAND RES < ACRE,121073510,92735,8,RM-2,19144,0.67,232.2578125,85.0121509880581
14993,2139 N DARIEN ST,BENJAMIN WIDEMAN,IZOLA  1/2 INT,VAC LAND RES < ACRE,202128600,108612,5,RM-1,19122,0.5,96.94140625,45.1590377068475
14994,2947 W ARIZONA ST,CITY OF PHILA,R E DIVISION,VAC LAND RES < ACRE,282333001,20926,5,RSA-5,19132,1,88.41015625,43.5039253562812
14995,4949 W GIRARD AVE,REDEVELOPMENT AUTHORITY O,,ROW CONV/APT 3STY MASONRY,442082600,314577,3,RM-1,19131,0.5,208.4921875,80.447871198074
14996,502 MC KEAN ST,GERMAN ANNIE             ,,VAC LAND RES < ACRE,392032700,,1,RSA-5,,0.5,161.953125,64.8294012498563
14997,3037 N LEE ST,COHEN JOSHUA             ,,VAC LAND RES < ACRE,071333000,386496,7,RSA-5,19134,0.83,101.78125,47.8186000698373
14998,6637 YOCUM ST,MILEWSKI THOMAS,MILEWSKI DENISE,VAC LAND RES < ACRE,403136600,628558,2,RSA-5,19142,0.67,203.55078125,90.4387215179168
14999,311-19 S BROAD ST,BROAD & SPRUCE ASSO      ,,VAC LAND COMM. < ACRE,885873100,51368,1,CMX-5,19107,0.5,4302.796875,297.056256738351
15000,2911 W ARIZONA ST,WILLIAM WOOD,,VAC LAND RES < ACRE,282331200,20890,5,RSA-5,19132,1,81.8359375,42.4426633082504
15001,1233 W ATLANTIC ST,CITY OF PHILA,,VAC LAND RES < ACRE,432022510,24344,5,RM-1,19140,0.67,94.3515625,44.1616390250825
15002,2717 W BERKS ST,KENTUCKY HOLDINGS LLC    ,,VAC LAND RES < ACRE,323030400,37253,5,RSA-5,19121,0.83,129.328125,51.8177112253781
15003,517 SIGEL ST,DHADUK NARENDRA V        ,,VAC LAND RES < ACRE,011403300,537115,1,RSA-5,19148,0.67,103.40625,49.0802113625149
15004,2534 N 27TH ST,FRED MOORE,,VAC LAND RES < ACRE,281075100,679944,5,RSA-5,19132,0.5,89.171875,44.923306204096
15005,3152 N FRANKLIN ST,CR ENTERPRISES LLC       ,,VAC LAND RES < ACRE,372082100,299627,5,RM-1,19133,0.67,142.4453125,59.9901206664362
15006,2617 CECIL B MOORE AVE,STANDARD DEVELOPMENT LLC ,,VAC LAND RES < ACRE,324050201,71827,5,RM-1,19121,0.5,192.984375,71.6288725777945
15007,58 DEARBORN ST,CARTER SALES 21 LLC      ,,VAC LAND RES < ACRE,441087800,111314,3,RSA-5,19139,1,107.484375,47.6825733434286
15008,2524 N ALDER ST,HAIRES MILDRED           ,,VAC LAND RES < ACRE,371172900,730132,5,RM-1,19133,0.5,107.68359375,50.0853474944076
15009,3323 COTTMAN AVE,JOHN F FLUEHR & SONS INC,,VAC LAND RES < ACRE,642086100,100331,6,RSA-5,19149,0.67,259.9453125,93.5264292305995
15010,422 W DAUPHIN ST,SANCHEZ MERCEDES         ,,VAC LAND COMM. < ACRE,885231460,110378,7,RSA-5,19133,0.5,130.05859375,53.0714375929043
15011,2211-13 W LIPPINCOTT ST,SHAQS LLC                ,,VAC LAND RES < ACRE,111126905,395000,8,RSA-5,19132,0.67,560.2265625,114.765410322153
15012,5365 PRISCILLA ST,JESSIE COULTER,,VAC LAND RES < ACRE,124134200,491712,8,RSA-5,19144,0.67,140.29296875,50.0881860367786
15013,3018 N LAWRENCE ST,WILLIAMS DELLA R         ,,VAC LAND RES < ACRE,193109000,384832,7,RSA-5,19133,0.67,101.453125,46.0766589782864
15014,4601 PARRISH ST,IRA DEVELOPMENT LLC      ,MKOS ENTERPRISES LLC     ,VAC LAND RES < ACRE,062065800,471714,3,CMX-2,19139,0.67,72.92578125,43.5845296252017
15015,2361 N 19TH ST,BATHRUS B WILLIAMS       ,,VAC LAND RES < ACRE,162076000,668206,5,RSA-5,19132,1,159.9375,66.1971897834224
15016,1116 W DAUPHIN ST,QUIMBY GROUP LLC         ,,VAC LAND RES < ACRE,371326000,110544,5,RM-1,19133,0.5,257.86328125,86.2958770834618
15017,1814 W MONTGOMERY AVE,CITY OF PHILA,,VAC LAND RES < ACRE,471157710,435831,5,RM-1,19121,0.5,124.1015625,53.9314451915014
15018,2217 S MILDRED ST,LEVINE FRED R            ,,VAC LAND RES < ACRE,393358700,430934,1,RSA-5,19148,0.67,99.6015625,47.3117480747826
15019,2423 N 29TH ST,RICHARDSON MARK A        ,RICHARDSON LOWREEN       ,VAC LAND RES < ACRE,281165000,682178,5,RSA-5,19132,0.5,180.28125,68.9630267009685
15020,1139 N 41ST ST,CRINITI ANTHONY M IV     ,,VAC LAND RES < ACRE,062249900,686713,3,RM-1,19104,1,311.9296875,85.0517740718834
15021,2408 N 18TH ST,TRAN JERRY               ,,VAC LAND RES < ACRE,162007200,665721,5,RSA-5,19132,1,169.80859375,66.6312778893367
15022,2052 E AUBURN ST,HENRY-WAGNER DANIEL A    ,WAGNER RENEE M           ,VAC LAND RES < ACRE,252053500,24876,1,RSA-5,19134,0.67,164.63671875,70.0490927953161
15023,2026 TURNER ST,PHILA HOUSING AUTHORITY,,VAC LAND RES < ACRE,472037210,579899,5,RSA-5,19121,1,128.6875,56.4268816246303
15024,3555 N 11TH ST,HARTSFIELD TROY TR,,VAC LAND RES < ACRE,432134800,652236,5,RM-1,19140,0.83,194.546875,76.9099428766854
15025,1243 W ALLEGHENY AVE,CITY OF PHILA,DEPT OF PUBLIC PROP,VAC LAND RES < ACRE,431030810,10349,5,RM-1,19133,0.67,294.1640625,91.8921955252509
15026,2642 N 3RD ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,192095701,632696,7,RSA-5,19133,0.5,115.5234375,55.1454989560773
15027,1202 ALTER ST,T J EXPECTATION HOLDING L,,VAC LAND RES < ACRE,021167800,13436,1,CMX-3,19147,0.67,114.37109375,50.5327390175672
15028,2546 TURNER ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,324015600,580072,5,RSA-5,19121,1,130.00390625,56.8564742908541
15029,3062 N LEE ST,SAMUEL MARKETING INC     ,,VAC LAND RES < ACRE,071326800,386521,7,RSA-5,19134,0.67,106.2421875,47.6861964498523
15030,1428 N 23RD ST,PHILA HOUSING AUTHORITY,,VAC LAND RES < ACRE,291308110,675369,5,RM-1,19121,1,108.64453125,48.6246123029873
15031,4663 N 8TH ST,ESTUDANTE ARMANDO        ,,VAC LAND RES < ACRE,491248000,646019,8,CMX-3,19140,0.83,33.4609375,24.3766375355553
15032,2934 N BAMBREY ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,381127900,28646,4,RSA-5,19132,0.67,107.2734375,48.4133799956784
15033,615 N 37TH ST,PHILA REDEVELOPMENT AUTH,,VAC LAND RES < ACRE,242175810,685633,3,CMX-2,19104,1,82.46484375,43.2637775378357
15034,2136 E WILLIAM ST,CRUZ ALFREDO             ,,VAC LAND RES < ACRE,252069800,614120,1,RSA-5,19134,0.67,163.50390625,66.4632614860918
15035,431 W BERKS ST,V2 PROPERTIES ENTITY 7 LL,,VAC LAND RES < ACRE,183187700,37076,7,RM-1,19122,1,153.94921875,66.2671945073545
15036,1727 WAGNER AVE,EQUITY TRUST COMPANY CUST,,VAC LAND RES < ACRE,171031200,591467,8,RM-1,19141,0.67,319.16796875,86.3646327877403
15037,2736 HELEN ST,SGANGA JOHN              ,,VAC LAND RES < ACRE,252518400,339554,7,RSA-5,19134,1,72.19140625,39.1238338404376
15038,428 DALY ST,DSHK LLC                 ,,VAC LAND RES < ACRE,392150200,107962,1,RSA-5,19148,0.83,115.66015625,52.2811304259349
15039,2053 E SOMERSET ST,PRECHT DIANE M           ,,VAC LAND RES < ACRE,252027401,541394,1,RSA-5,19134,0.67,200.6640625,75.8250388165864
15040,3904 W GIRARD AVE,WHITE STEPHEN A          ,,VAC LAND COMM. < ACRE,243221100,314356,3,CMX-1,19104,0.67,470.765625,115.204909216791
15041,4815 GLENMORE AVE,FOSTER SAMUEL,,VAC LAND RES < ACRE,273177400,316528,3,RSA-5,19143,0.5,116.51953125,53.1339314469033
15042,1366 E HAINES ST,CAMPBELL ALFRED          ,CAMPBELL SADIE N         ,VAC LAND RES < ACRE,591170600,330093,8,RM-1,19138,0.5,177.29296875,70.9240059779793
15043,4955 N 7TH ST,REDEVELOPMENT AUTHORITY,OF PHILA,VAC LAND RES < ACRE,491208200,643479,8,RSA-5,19120,1,168.0546875,68.0740553690771
15044,2428 N COLORADO ST,CITY OF PHILA            ,DEPT OF PUBLIC PROP      ,ROW 2 STY MASONRY,161202201,93322,5,RSA-5,19132,0.5,103.98046875,47.2737699713277
15045,1939 N 7TH ST,PHILADELPHIA HOUSING AUTH,,VAC LAND RES < ACRE,202014301,642375,5,RM-1,19122,1,347.0859375,90.859630359863
15046,2248 N 16TH ST,SMART REALTY GROUP LLC   ,,VAC LAND RES < ACRE,161077600,660497,5,RSA-5,19132,0.5,170.6015625,66.7854640712617
15047,506 MIDVALE AVE,KRYB LLC                 ,,VAC LAND RES < ACRE,124031900,429840,8,RSA-5,19144,0.67,393.65625,110.027502882954
15048,6337 OGONTZ AVE,NEW TESTAMENT ASSEMBLY   ,,VAC LAND RES < ACRE,172246200,457070,8,RSA-5,19141,0.67,241.41796875,82.2226102684443
15049,1326 S 53RD ST,CITY BLOCK ACQUISITION XI,,VAC LAND RES < ACRE,511233200,693264,3,RSA-5,19143,0.5,317.34765625,96.450885860525
15050,3501 N 2ND ST,3501 N 02ND ST PROPERTY,INC,VAC LAND RES < ACRE,072094000,630782,7,RM-1,19140,0.5,376.984375,103.386848215384
15051,2410 REDNER ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,291211710,497569,5,RM-1,19121,0.5,99.01953125,46.7239459421531
15052,2013 ORTHODOX ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,232106100,463734,7,RSA-5,19124,1,317.57421875,95.0491920817895
15053,1437 DIAMOND ST,CITY OF PHILA,,VAC LAND RES < ACRE,321040201,116428,5,RM-1,19121,0.5,348.875,107.746062887586
15054,5311 PULASKI AVE,MARY A WEBSTER,,VAC LAND RES < ACRE,124123805,492482,8,RSA-5,19144,0.67,137.3984375,59.0217273238813
15055,517-33 POPLAR ST,INTA REAL ESTATE LP      ,,APTS  5-50 UNTS MASONRY,881006613,487122,5,RSA-5,19123,0.5,1839.765625,185.712428903695
15056,1428 S 58TH ST,BENJ M EUBANKS           ,ELIZABETH M              ,VAC LAND RES < ACRE,034123000,698340,3,RSA-3,19143,0.83,340.25390625,93.7084967747223
15057,23 E CLAPIER ST,SARAH LOUVINIA SCOTT,TRUSTEE,VAC LAND RES < ACRE,121026200,86513,8,RSA-3,19144,0.67,250.21875,79.0481670844252
15058,6118 CALLOWHILL ST,SINGLETON LILLIE,BROWN JOSEPH,VAC LAND RES < ACRE,341044200,60031,4,RSA-5,19151,0.67,192.69921875,72.8142873306345
15059,2043 E CAMBRIA ST,GELLER KATHLEEN          ,,VAC LAND RES < ACRE,252103400,62378,1,RSA-5,19134,0.83,158.01953125,63.2209429780701
15060,4129R RIDGE AVE,BERNARD KANE             ,,VAC LAND RES < ACRE,382245100,504523,4,CMX-2.5,19129,0.5,92.85546875,48.6916896652586
15061,2427 N 19TH ST,AMKOR SERVICES LLC       ,,VAC LAND RES < ACRE,162077501,668235,5,RSA-5,19132,1,154.84375,65.3950898142585
15062,217 S ITHAN ST,CITY BLOCK ACQUISITION XI,,VAC LAND RES < ACRE,604221000,358504,3,RM-1,19139,0.83,158.70703125,63.3090485567242
15063,3727 BROWN ST,REDEVELOPMENT AUTHORITY,OF PHILA,VAC LAND RES < ACRE,243117700,53828,3,RSA-5,19104,1,227.44921875,83.1363276130348
15064,455 DEARBORN ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,441347610,111388,3,RSA-5,19139,0.83,128.8203125,56.1952287111244
15065,2464 N CHADWICK ST,CITY OF PHILA            ,,VAC LAND RES < ACRE,161140001,73975,5,RSA-5,19132,0.83,109.3203125,48.9906511640543
15066,805 E HILTON ST,HOU KENNY CHANDA         ,,VAC LAND RES < ACRE,331060600,344823,7,RSA-5,19134,0.5,113.63671875,50.5722445376959
15067,2129 MANTON ST,YELLOW BRICK HOMES LLC   ,,VAC LAND RES < ACRE,361055000,409353,2,RSA-5,19146,0.83,108.703125,50.2659307357896
15068,2361 N CAMAC ST,BCM INVESTMENTS LLC      ,,VAC LAND RES < ACRE,371251600,60923,5,RM-1,19133,0.5,104.7421875,48.7580882920707
15069,6166 HEGERMAN ST,REDEVELOPMENT AUTHORITY,OF PHILA,VAC LAND RES < ACRE,411363610,339009,6,RSA-5,19135,1,315.31640625,89.9698016596586
15070,3052R HOLME AVE,CITY OF PHILA            ,,VAC LAND RES < ACRE,572022110,347763,6,RSA-2,19136,0.5,7288.16015625,355.537145146982
15071,2446 N CORLIES ST,BID PROPERTIES LLC       ,,VAC LAND RES < ACRE,282097300,98231,5,RSA-5,19132,0.5,99.59375,47.2350930479874
15072,120 N MILLICK ST,GEENA LLC                ,,VAC LAND RES < ACRE,341121900,432005,4,RSA-5,19139,0.5,161.67578125,65.0790285266951
15073,2159 N 32ND ST,ALCAN COLD STORAGE LLC   ,,VAC LAND RES < ACRE,323320200,684266,5,RSA-5,19121,0.5,166.48046875,68.979257516654
15074,2801 WINTON ST,ATLIMG LLC               ,,VAC LAND RES < ACRE,482093900,618559,2,CMX-2,19145,1,125.97265625,52.2678782335361
15075,5506 CHEW AVE,S3 ENTERPRISES LLC,,VAC LAND RES < ACRE,122222200,82470,8,RSA-3,19138,0.67,187.7109375,61.014240268115
15076,3149 N 8TH ST,SANTIAGO ELIZABETH       ,,VAC LAND RES < ACRE,372091800,645471,5,RM-1,19133,0.67,164.5234375,67.3045269865038
15077,5740 BELMAR ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,514109100,34638,3,RSA-5,19143,0.5,128.453125,58.5516017951739
15078,2304 HARLAN ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,291122200,332671,5,RM-1,19121,1,81.390625,41.2912010646679
15079,4924 RENO ST,FRANK LITTLEJOHN,ALICE,VAC LAND RES < ACRE,441293600,501106,3,RSA-5,19139,0.67,158.63671875,68.3157830711575
15080,2832 W GLENWOOD AVE,LEDBETTER ELIJAH,LEDBETTER MARY H/D,VAC LAND RES < ACRE,323051500,318078,5,RSA-5,19121,1,152.65234375,64.4745668764862
15081,2522 MANTON ST,LENROCK III,,VAC LAND RES < ACRE,361274000,409421,2,I-2,19146,0.67,140.703125,59.6508416905199
15082,4105-07 MAGEE AVE,TORRES ELIEZER           ,TORRES AIRAN             ,VAC LAND RES < ACRE,552145600,406289,6,RSA-5,19135,0.5,886.82421875,134.773166825339
15083,2546 N DOVER ST,DOUGLAS SHAWN,,VAC LAND RES < ACRE,281156001,123035,5,RSA-5,19132,0.5,111.91796875,50.8434524104767
15084,1623 POINT BREEZE AVE,FAVO HOMES LLC,,VAC LAND RES < ACRE,364119700,486726,2,RM-1,19145,0.67,135.47265625,56.7673647218862
15085,719 N 39TH ST,WPRE VI LP               ,,VAC LAND RES < ACRE,243100610,686046,3,RSA-5,19104,1,204.94140625,77.552298954049
15086,2319 SHARSWOOD ST,PHILADELPHIA HOUSING AUTH,,ROW 3 STY MASONRY,291157110,532646,5,RM-1,19121,1,100.625,47.999937318699
15087,5637 PEMBERTON ST,JOHN A CHILDS TR         ,,VAC LAND RES < ACRE,463061000,476702,3,RSA-5,19143,0.67,147.07421875,60.4384126955059
15088,2308 N FAWN ST,CITY OF PHILADELPHIA     ,,VAC LAND RES < ACRE,371243600,286248,5,RM-1,19133,0.5,108.01953125,49.6963275498582
15089,2422 N 30TH ST,CITY OF PHILA            ,R E DIVISION             ,VAC LAND RES < ACRE,282077001,683094,5,RSA-5,19132,1,172.39453125,69.2708582767025
15090,5303 CHESTER AVE,MC NAIR SHERFON,,VAC LAND RES < ACRE,511274500,80074,3,RSA-5,19143,1,275.66796875,95.4257725960481
15091,2136 N 3RD ST,CITY OF PHILADELPHIA     ,,VAC LAND RES < ACRE,191179500,632532,7,RSA-5,19122,1,120.33203125,53.9891128072684
15092,5802 WARRINGTON AVE,FREDERICK L MARKS        ,DOROTHY                  ,VAC LAND RES < ACRE,034082600,599454,3,RSA-5,19143,0.67,204.203125,76.0498725814137
15093,2619 W FLETCHER ST,WHITE QASIM,,VAC LAND RES < ACRE,281187200,292955,5,RSA-5,19132,0.83,527.1640625,118.817931993632
15094,5621 HEISKELL ST,JOHN W DAYE TRUSTEE,,VAC LAND RES < ACRE,122168600,339484,8,RSA-5,19144,0.67,123.96875,54.4716570254965
15095,57 N 52ND ST,NORTH CARLISLE LLC       ,,VAC LAND COMM. < ACRE,885520240,691318,3,CMX-2,19139,0.67,285.77734375,102.342378286267
15096,5140 LANCASTER AVE,BIBLEWAY CHURCH OF THE   ,LORD JESUS CHRIST        ,HSE WORSHIP ALL2STY MASON,774219000,377734,3,CMX-2,19131,0.5,2213.83984375,207.571927634316
15097,2653 E ALBERT ST,SCHROEDER PATRICIA ANN,,VAC LAND RES < ACRE,314215201,5931,1,RSA-5,19125,0.67,77.89453125,41.2957365295198
15098,2703 W YORK ST,TRAN JERRY               ,,VAC LAND RES < ACRE,281253000,629398,5,RSA-5,19132,1,118.0625,60.7611615653929
15099,423 N 61ST ST,REGIS MARYLANDE,,VAC LAND RES < ACRE,341134800,700758,4,RSA-5,19151,0.67,237.03515625,105.432793827289
15100,3012 W SUSQUEHANNA AVE,FINITE DEVELOPERS LLC,,VAC LAND RES < ACRE,323167100,559288,5,RSA-5,19121,0.5,132.796875,57.7462214799353
15101,2133 MOUNTAIN ST,MEYERS DANIEL            ,MEYERS KARLY             ,ROW 3 STY MASONRY,363103600,440889,2,RSA-5,19145,0.67,107.62890625,49.7171882406511
15102,327 W SUSQUEHANNA AVE,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,191400201,558914,7,RSA-5,19122,1,161.83984375,61.366138160785
15103,2049 WATKINS ST,2352 WATKINS LLC         ,,VAC LAND RES < ACRE,363136200,602679,2,RSA-5,19145,0.83,103.35546875,47.2486443227133
15104,2019 ABIGAIL ST,CATRAMBONE ANDREA        ,,VAC LAND RES < ACRE,313022201,1865,1,RSA-5,19125,0.5,118.578125,54.5602489846955
